emp_no,first_name,second_name,birth_date,wage,hire_date
462,Carolyn,Harris,1997-05-03,42785.22,2020-07-19
463,Timothy,Phillips,2000-02-07,89405.17,2021-02-18
464,Jason,Leblanc,1998-01-04,84307.93,2019-05-24
465,Christine,Khan,1989-06-30,28774.9,2019-10-11
466,Jennifer,Thomas,1994-04-19,39802.97,2018-01-18
467,James,Ross,1993-01-18,99312.34,2021-04-05
468,Mark,Kaiser,1977-07-20,77885.15,2021-08-25
469,Kim,Conley,1978-05-15,18550.67,2021-04-14
470,Christopher,Gutierrez,1977-04-18,41051.27,2018-04-24
471,Michelle,Mann,1998-06-14,2607.82,2021-06-23
472,Ryan,Chaney,1996-02-08,81510.77,2021-01-08
473,Mary,Rose,1981-06-08,4637.01,2021-08-13
474,Crystal,Williams,1984-09-02,84083.34,2021-04-06
475,Lori,House,1986-03-17,33075.72,2020-04-13
476,April,Hale,1982-04-09,28189.82,2021-05-20
477,Diana,Hill,1981-04-09,54146.3,2020-11-18
478,Angel,Allen,1995-02-27,42407.37,2020-06-11
479,Mr.,Kevin,1998-12-15,5679.62,2021-05-11
480,Richard,Franco,1990-12-10,65925.9,2021-04-07
481,Taylor,Cook,1993-06-09,3835.08,2020-10-05
482,Alan,Robinson,1999-04-12,69223.6,2021-11-04
483,Steven,Murray,1998-11-10,78114.38,2019-02-02
484,Wesley,Jones,1999-12-19,28987.97,2021-01-11
485,James,Foster,1999-11-07,23001.61,2021-12-03
486,Jennifer,Fox,2000-02-02,56072.22,2021-11-21
487,Lisa,Bates,1977-05-28,58959.59,2021-12-19
488,Kristin,Potter,1987-04-14,77148.34,2018-09-24
489,Deanna,Allen,1990-07-31,22263.06,2019-09-16
490,Jeremy,Shepherd,1996-11-05,34041.21,2021-04-08
491,Donna,Thompson,1993-09-22,11150.43,2019-08-17
492,Lisa,Joseph,1989-02-09,67579.72,2021-11-25
493,Michael,Sanchez,1989-03-08,98509.59,2019-08-27
494,Gregory,Washington,1985-02-22,26441.67,2020-02-01
495,Marcus,Lowery,1978-06-11,36410.84,2018-10-06
496,Alex,Castro,1993-09-25,59915.09,2021-08-17
497,George,Ray,1993-10-25,30308.75,2019-04-26
498,Amy,Johnson,1996-09-06,9707.88,2020-01-09
499,Steven,Miller,1981-01-29,76621.67,2021-09-08
500,Jonathan,Dixon,1990-03-11,51927.96,2020-02-07
501,Jeanette,Chan,1989-10-09,61645.0,2019-02-18
502,Rebecca,Stewart,1981-08-14,81693.62,2020-05-16
503,Michelle,Gallagher,1981-03-21,4480.35,2020-10-15
504,Brandon,Willis,1978-12-22,76553.08,2018-07-24
505,Yvette,Cooper,1992-02-15,45081.1,2018-06-03
506,Gregory,Combs,1983-03-22,92531.58,2018-11-20
507,Bailey,Rogers,1995-11-15,70768.95,2018-07-07
508,Theresa,Lowe,1979-05-06,93821.72,2021-10-26
509,Dawn,Wheeler,1986-08-11,50816.81,2019-11-12
510,Stephanie,Golden,1988-06-24,97496.27,2020-03-16
511,David,Jones,1984-05-30,16313.4,2020-09-01
512,Andre,Nichols,1984-10-23,38235.15,2019-09-30
513,Cynthia,Mann,1981-04-15,54224.15,2018-12-18
514,Joseph,Keith,1984-08-23,94208.25,2021-10-24
515,Lauren,Anderson,1998-10-07,90570.18,2021-05-07
516,Robert,Benson,1993-08-07,51280.93,2018-03-08
517,Kayla,Harris,1987-06-16,36622.82,2021-01-10
518,Ryan,Wilson,1996-11-11,96806.65,2020-10-12
519,Philip,Estes,1994-03-22,58325.94,2021-01-08
520,Susan,Martinez,1998-03-09,59113.4,2020-08-10
521,Daniel,Jones,1996-09-20,4209.94,2021-07-14
522,Susan,Lewis,1982-04-29,39963.92,2020-05-12
523,John,Lopez,1992-04-11,39974.88,2020-07-02
524,Dylan,West,1992-04-13,82855.1,2019-02-26
525,Kevin,Ward,1998-06-10,45015.31,2019-06-13
526,Adam,Patterson,1978-03-03,23659.95,2019-04-13
527,Alisha,Grant,1982-08-08,6244.26,2018-03-11
528,Jennifer,Williams,1981-03-13,40269.54,2020-09-11
529,Mark,Singleton,1983-02-06,28849.78,2018-08-14
530,Jeremy,Lee,1988-02-17,37102.5,2019-08-23
531,Frank,Watkins,1977-01-02,32030.18,2021-04-19
532,Mr.,Jose,1988-11-20,65253.0,2020-11-02
533,Nicholas,Hardy,1979-11-01,87669.07,2019-06-25
534,Sean,Lee,1977-09-26,39596.83,2021-03-11
535,Donald,Davis,1986-04-17,45868.34,2021-05-31
536,Brendan,Lynn,1988-08-09,79865.96,2021-02-22
537,Elizabeth,Heath,1980-02-07,6217.44,2019-04-05
538,Taylor,Roth,1993-05-30,17001.54,2020-12-12
539,Jeanette,Cook,1984-02-13,42154.53,2019-02-28
540,Anne,Garcia,1991-07-01,39763.34,2018-08-03
541,Jill,White,1991-02-28,738.95,2021-05-11
542,Sean,Weber,1981-08-06,52483.21,2018-06-04
543,Patricia,Green,1980-04-03,28862.74,2018-01-27
544,Karen,Mccarthy,1981-04-05,62908.3,2019-11-01
545,Jamie,Nelson,1983-09-09,57848.41,2021-12-03
546,Matthew,Jennings,1979-04-23,5426.53,2019-04-08
547,Ariel,Nguyen,1983-01-24,395.43,2020-05-30
548,Justin,Johnson,1995-06-17,26241.99,2021-09-01
549,Eric,Elliott,1987-08-19,89717.76,2018-06-16
550,Steven,Ochoa,1990-11-27,53962.05,2020-03-27
551,Robert,Flores,1989-03-19,45147.69,2018-04-29
552,John,Freeman,1992-10-24,22686.05,2019-11-09
553,Alexis,Morris,1980-05-15,32861.43,2018-12-26
554,Donald,Young,1985-06-19,26311.02,2020-01-04
555,Patrick,Wade,1993-12-13,11264.63,2021-03-22
556,Aaron,Johnson,1989-09-26,89374.34,2018-07-31
557,William,Foster,1997-07-29,71371.16,2019-11-19
558,Jose,Ray,1985-02-05,88580.34,2018-12-14
559,Kevin,Chandler,1987-06-22,13008.15,2018-03-29
560,Daniel,Castillo,1984-12-16,6191.25,2021-01-25
561,Robin,Berg,1999-06-16,63813.25,2018-01-04
562,Tyler,Hill,1987-11-02,23179.48,2021-07-20
563,Margaret,Landry,2000-03-30,85749.91,2021-12-03
564,Laura,Johns,1994-12-30,31268.94,2021-09-13
565,Timothy,Stewart,1983-08-05,50784.95,2018-01-23
566,Michelle,Chen,1989-04-20,87479.18,2021-06-04
567,Brian,Cox,1989-06-06,12874.84,2021-08-05
568,Christopher,Lyons,1988-12-20,38481.59,2020-02-22
569,Edward,Sanders,1989-09-27,5498.41,2019-01-25
570,Nancy,Romero,1991-03-22,17240.49,2019-11-17
571,Andrew,Ayers,2000-02-08,41899.7,2021-08-04
572,John,Morgan,1989-03-31,18992.91,2020-02-12
573,Megan,Guzman,1990-11-03,36892.18,2019-11-14
574,Lindsey,Martin,1999-11-08,74026.34,2020-05-19
575,Nancy,Avila,1983-11-23,5376.46,2021-02-07
576,Brian,Harris,1997-06-29,22424.28,2021-01-17
577,Julia,Moreno,1989-11-27,59367.84,2021-02-24
578,Rachel,Hughes,1985-05-01,72879.88,2019-12-05
579,Erica,Clark,1982-02-14,45652.03,2021-08-02
580,Ashley,Ford,1985-12-12,88983.81,2019-10-21
581,Christina,Miller,1994-10-27,87007.23,2018-01-13
582,David,Jones,1981-08-31,36374.59,2018-05-20
583,Sarah,Perez,1984-04-25,18550.88,2021-05-24
584,Joel,Murray,1979-08-17,25907.62,2020-01-28
585,Mrs.,Ashley,2000-01-30,26130.56,2019-10-08
586,Jasmine,Turner,1988-09-22,62162.91,2018-07-17
587,Denise,Smith,1985-01-01,24238.47,2018-10-17
588,Dr.,Joseph,1988-04-21,19395.36,2021-01-01
589,Stephen,Diaz,1988-06-21,70569.71,2021-02-02
590,Kayla,George,1981-11-17,99508.56,2020-09-04
591,Andrea,Goodman,1993-11-22,59797.89,2018-11-13
592,Christina,Cain,1983-06-05,47760.03,2018-06-15
593,Brett,Russo,1981-09-21,44684.24,2020-07-09
594,Gabriel,Long,1999-06-10,77276.06,2021-05-03
595,Stephen,Jones,1997-03-11,78813.24,2021-03-15
596,Robert,Horton,1991-12-20,72493.67,2021-03-12
597,Amy,Wilson,1977-12-13,21414.05,2019-04-21
598,Tina,Santos,1993-09-26,7742.81,2021-06-17
599,Kyle,Miller,1981-05-14,15233.45,2018-12-26
600,Cheryl,Armstrong,1977-10-17,62799.0,2018-07-13
601,Thomas,Navarro,1997-08-02,7886.93,2018-10-12
602,Derek,Martin,1979-08-10,97169.74,2018-03-23
603,Mrs.,Margaret,1998-06-21,78818.75,2018-10-08
604,Jennifer,Miller,1982-07-17,9257.5,2020-07-19
605,Troy,Mitchell,1986-07-27,37114.65,2021-04-02
606,Cody,Valdez,1978-07-19,94641.86,2020-06-03
607,Deanna,Mcmahon,1982-03-19,33950.76,2021-12-13
608,Amber,Zamora,1986-06-24,48220.03,2019-08-04
609,Donald,King,1983-07-22,82749.01,2018-02-26
610,Richard,Bailey,1982-10-19,64289.8,2019-08-07
611,Jacob,Johnson,1989-08-24,1458.5,2020-03-23
612,Chelsea,Noble,1981-04-15,21232.97,2020-02-17
613,Amber,Copeland,1982-11-16,36185.99,2020-05-24
614,Sandra,Rodriguez,1996-12-05,22375.12,2019-12-12
615,Stephen,Farmer,1996-04-17,45705.41,2018-11-10
616,Steven,Guzman,1987-05-07,98086.18,2018-11-02
617,Timothy,Snyder,1992-02-12,95600.36,2021-01-27
618,Terri,Chambers,1996-10-20,60734.13,2020-10-09
619,Toni,Hicks,1977-06-15,66372.75,2020-05-13
620,Eileen,Shelton,1992-02-15,3568.18,2021-05-19
621,Katrina,Roberts,1989-11-05,87756.05,2018-05-24
622,Jamie,Padilla,1989-06-18,45236.03,2019-09-07
623,Alex,Meyer,1980-12-05,5287.81,2018-08-04
624,Heather,Jones,1992-02-17,44336.36,2018-08-17
625,Barbara,Garcia,1982-07-22,89729.56,2020-07-20
626,Phyllis,Rowland,1978-07-15,80279.09,2020-07-22
627,Robert,Guzman,1998-05-07,62769.35,2019-10-10
628,Cheryl,Warner,1978-02-20,56893.89,2020-06-22
629,Tonya,Ramirez,1995-03-15,39359.05,2019-12-26
630,Nancy,Hester,1977-04-22,83292.79,2020-10-19
631,Chloe,Flynn,1994-06-19,97329.45,2021-09-01
632,Jennifer,Novak,1989-12-08,91021.46,2021-09-01
633,Brandon,Wade,1998-09-09,89953.0,2020-01-30
634,Seth,Hale,1991-09-13,68462.72,2018-05-17
635,Aaron,Roberts,1999-05-19,5985.82,2020-07-14
636,Emily,Mora,1993-03-13,89938.08,2021-07-11
637,Phillip,Gonzalez,2000-05-06,28236.06,2020-08-16
638,Kathy,Miller,1979-10-19,87982.58,2021-09-22
639,Joe,Gordon,1999-02-17,83748.45,2018-09-29
640,Jeffrey,Miller,1989-10-02,56095.71,2020-11-04
641,Tiffany,Jackson,1982-06-04,83236.44,2018-10-03
642,Mark,Nelson,1999-07-26,48338.83,2018-04-22
643,Lori,Lamb,1983-10-16,89114.1,2019-03-04
644,Katherine,Williams,1986-11-05,43036.64,2018-08-02
645,Amber,Martin,1978-12-16,99972.8,2021-08-15
646,Dr.,Kelly,1983-09-29,94228.37,2018-05-19
647,Alexandra,Chavez,1990-09-14,65239.69,2018-08-27
648,Brandy,Robinson,1979-12-26,19689.0,2018-10-12
649,Crystal,Carpenter,1990-03-21,79098.22,2018-10-05
650,Dr.,Courtney,1999-06-24,12354.12,2020-10-30
651,Jennifer,Greer,1990-06-28,16642.54,2018-11-01
652,Chelsea,Torres,1998-02-28,30576.45,2021-08-12
653,Mr.,Nicholas,1985-03-09,19232.74,2021-12-03
654,Ricardo,Miller,1982-02-03,52789.66,2018-04-22
655,Jessica,Craig,1990-04-30,22500.0,2020-10-31
656,Joseph,Oneal,1982-02-19,36342.87,2019-10-20
657,Allison,Moore,1984-06-01,98420.46,2020-05-26
658,Joseph,Richardson,1984-02-20,6934.9,2021-07-11
659,Brandon,Austin,1986-09-14,82635.84,2018-03-19
660,Kimberly,Gill,1982-07-16,5078.34,2020-03-26
661,Robin,Anderson,1990-10-21,51175.09,2019-10-17
662,Ryan,Graham,1990-05-16,98721.24,2019-07-14
663,Adam,Gates,1984-10-24,25862.83,2021-08-11
664,William,Clarke,1991-07-11,73484.8,2020-06-23
665,Timothy,King,1982-09-22,27490.08,2018-06-05
666,Allen,Beck,1983-05-10,31419.6,2020-07-07
667,Alicia,Peterson,1994-01-11,80269.44,2020-10-25
668,Fred,Page,1990-04-20,65841.77,2018-11-04
669,Greg,Contreras,1994-06-14,59974.32,2019-11-06
670,Dr.,Lisa,1991-02-17,66499.13,2019-12-25
671,Rachel,Cole,1980-11-07,19034.05,2020-11-21
672,Maria,Anderson,1998-09-01,1077.92,2019-07-09
673,Annette,Shaw,1997-01-17,78455.14,2018-08-17
674,Amanda,Henry,1979-03-02,32102.5,2018-11-07
675,Stephanie,Valentine,1978-11-04,38355.08,2020-05-28
676,David,Farley,1990-05-21,36042.76,2021-01-21
677,Stacy,Mcclure,1984-10-23,38463.45,2021-01-18
678,Olivia,White,1977-08-06,83185.79,2019-12-28
679,William,Bell,1996-08-25,2783.31,2019-03-04
680,Bruce,Curry,1992-11-02,45918.61,2018-02-23
681,Alyssa,Alvarado,1992-03-12,82630.08,2019-07-22
682,Rachel,Davila,1987-11-01,88107.22,2021-10-28
683,Kevin,Daniel,1992-04-08,91667.66,2019-02-21
684,Brian,Suarez,1996-04-16,53708.7,2020-04-05
685,Mr.,Ryan,1988-11-27,79834.15,2019-11-12
686,Tim,Ortiz,1983-03-11,60852.2,2020-09-09
687,Richard,Baker,1998-05-21,43630.27,2019-11-12
688,Bruce,Parker,1998-09-03,78599.91,2021-01-14
689,Kyle,Coleman,1995-06-27,65434.82,2020-05-29
690,Dawn,Collins,1991-12-06,62361.58,2021-07-24
691,Christina,Rangel,1998-11-16,72309.75,2019-08-02
692,Maria,Stevenson,1990-03-06,611.73,2019-02-07
693,Melissa,Rivera,1980-07-22,61479.08,2019-04-11
694,Clifford,Hatfield,1978-11-29,59808.4,2021-01-01
695,Wanda,Wilson,1983-11-28,52215.93,2018-07-26
696,Danielle,Morris,1993-08-21,35550.33,2018-03-12
697,Samantha,Lee,1998-12-15,70768.62,2018-07-02
698,Scott,Thompson,1979-08-06,43625.4,2018-07-06
699,Jennifer,Christian,2000-01-24,1887.74,2020-06-02
700,Elizabeth,Diaz,1982-08-20,28453.25,2019-12-20
701,Brianna,Byrd,1996-11-09,37071.09,2019-05-08
702,Robert,Graves,1984-09-18,43488.57,2018-12-31
703,Amy,Thompson,1988-09-22,24349.87,2020-03-14
704,Jessica,Hamilton,1999-12-17,23809.34,2021-11-10
705,Michele,Jones,1987-03-15,1610.94,2019-11-17
706,Randy,Galvan,1998-07-05,19690.46,2019-09-27
707,Karen,Fisher,2000-04-07,34918.32,2019-12-19
708,Angela,Yang,1999-03-19,72072.46,2018-07-11
709,Vincent,Williamson,1995-10-15,9018.47,2020-09-16
710,Karen,Russo,1992-11-17,20095.08,2019-11-14
711,Brandi,Gonzalez,1999-12-14,68352.45,2019-11-21
712,Anthony,Payne,1985-02-02,32595.66,2018-08-22
713,Earl,Thompson,1986-06-30,71323.27,2021-02-01
714,Timothy,Smith,1982-10-25,71085.88,2018-04-16
715,Megan,White,1989-12-15,42347.66,2020-10-16
716,Dr.,Denise,1998-03-29,45539.98,2021-10-30
717,Deborah,Bonilla,1980-07-15,52413.26,2020-09-21
718,Jerry,Walker,1990-05-30,21533.88,2021-06-24
719,Alex,Kelly,1978-02-07,29720.62,2018-12-12
720,Sarah,Henderson,1979-12-25,92698.07,2020-05-31
721,Linda,Walker,1977-06-18,30497.88,2020-02-18
722,Patricia,Brown,1991-11-26,95553.99,2018-02-26
723,Danielle,Jacobs,1998-09-07,86117.61,2020-12-13
724,Elizabeth,Curtis,1985-04-30,62036.24,2018-01-18
725,Stephanie,Spears,1986-02-01,85303.8,2021-07-15
726,Mrs.,Jessica,1992-03-16,69234.5,2021-05-24
727,Andrea,Carroll,1988-10-09,14188.61,2019-08-09
728,Michael,Murray,1985-02-03,17306.53,2021-08-15
729,Ashlee,Haas,1984-09-17,33660.13,2021-11-02
730,Stephen,Lowe,1987-01-05,16627.02,2019-10-01
731,Angela,Powell,1979-10-27,17278.6,2018-04-19
732,Michael,Camacho,1978-06-24,76632.61,2018-02-24
733,Kevin,Garcia,1990-11-03,18411.98,2021-07-14
734,Lisa,Vargas,1994-10-31,39146.87,2021-10-09
735,Jesse,Clark,1991-07-16,18080.25,2021-11-25
736,Jessica,Miller,1995-12-12,85456.34,2021-11-29
737,Caitlin,Berry,1982-03-02,82932.28,2020-11-08
738,Thomas,Keller,1982-05-11,52225.86,2021-03-05
739,Joshua,Sandoval,1981-05-25,88581.73,2019-10-31
740,Cristian,Salas,1978-08-18,85739.26,2021-12-21
741,Norman,Lawrence,1987-04-12,8564.28,2019-08-03
742,Kimberly,Ali,1988-08-01,36128.37,2020-10-06
743,James,Weber,1983-01-21,41202.48,2019-05-22
744,Kaitlyn,Miller,1995-09-06,65275.49,2020-02-25
745,Michelle,Anderson,1983-04-17,51531.83,2018-12-28
746,Amanda,Washington,1982-05-19,28779.45,2019-04-02
747,Rebecca,Rodriguez,1984-03-21,73637.81,2018-05-30
748,William,Elliott,1996-05-19,86344.15,2021-12-30
749,Wendy,Becker,1998-06-01,41148.76,2019-09-13
750,Beth,King,1997-06-17,69155.3,2018-12-31
751,Jonathan,Walker,1986-02-09,98900.73,2020-03-14
752,Toni,Anderson,1988-09-20,52971.48,2018-02-03
753,James,Kramer,1998-04-12,73077.23,2021-10-26
754,Elizabeth,White,1981-11-24,79392.48,2020-06-10
755,Connie,Ramos,1994-05-01,90654.44,2019-11-12
756,Grace,Fisher,1978-11-22,15645.78,2020-08-07
757,Yolanda,White,1988-04-17,54575.73,2019-01-13
758,Wendy,Nelson,1977-08-05,66247.86,2018-08-30
759,Tyler,Silva,1987-02-25,70923.43,2021-01-25
760,Jerry,White,1995-12-09,89508.95,2021-10-31
761,Kristopher,Hendricks,1977-06-30,81092.5,2021-10-17
762,Andrew,Flores,1993-03-28,6431.42,2021-08-03
763,Michele,Ramos,1995-09-05,64106.55,2019-11-12
764,Mary,Jones,1999-01-15,91800.6,2020-08-24
765,Tiffany,Shelton,1983-10-25,3014.5,2018-05-01
766,Jamie,Valdez,1981-08-19,73429.62,2019-10-11
767,Alexander,Hamilton,1998-12-24,98700.07,2020-09-08
768,Jennifer,Shelton,1995-08-23,54665.39,2020-05-24
769,Roger,Blair,1989-03-05,3773.38,2021-07-11
770,Craig,Chapman,1979-11-30,99643.06,2019-07-29
771,Ashley,Espinoza,1988-06-22,59228.24,2021-10-06
772,Jenny,Wilcox,1998-11-30,28303.1,2019-03-02
773,Amy,Miller,1977-11-21,99077.87,2019-09-21
774,Sandra,Alvarado,1980-11-23,33570.09,2018-07-11
775,Collin,Smith,1989-05-08,77906.97,2020-04-25
776,Kimberly,Davis,1980-01-02,26098.25,2019-08-11
777,Eric,Perez,1977-07-01,10709.57,2019-09-24
778,Robert,Bowman,1985-03-30,92737.05,2020-09-18
779,Angelica,Williams,1995-04-02,81952.45,2018-12-27
780,Rhonda,Ward,1997-02-11,11696.6,2019-03-06
781,Anna,Mcdaniel,1990-03-21,13173.01,2019-07-15
782,Jenna,Baker,1980-08-03,79763.25,2021-06-30
783,Monica,Mccormick,1996-06-07,46216.7,2019-04-01
784,Victoria,Colon,1997-03-02,23097.84,2019-05-19
785,Jonathan,Harris,1980-08-21,15587.6,2018-01-28
786,Tina,Ramos,1978-01-07,82237.24,2019-12-16
787,Lori,Smith,1982-04-26,83905.26,2019-04-14
788,David,Gonzalez,1977-09-08,63954.1,2019-01-26
789,Michael,Knapp,1980-08-02,96980.41,2019-06-09
790,Ronnie,Fry,1996-03-05,67708.88,2019-04-26
791,Veronica,Marsh,1984-07-24,86500.13,2019-04-01
792,Paula,Macdonald,1981-09-15,24707.76,2018-05-15
793,Bryce,Tyler,1979-04-12,47798.64,2020-01-27
794,Andrew,Miller,1998-01-08,95475.31,2018-03-11
795,Thomas,Moses,1998-02-18,53978.72,2018-03-24
796,Daniel,Ramirez,1978-10-31,78064.67,2021-03-31
797,Caroline,Obrien,1989-06-20,57207.28,2020-12-21
798,Johnny,Rogers,1997-07-19,95871.13,2018-02-04
799,Michelle,Martinez,1978-01-29,66791.55,2021-06-13
800,Timothy,Walker,1977-02-12,57367.01,2019-12-17
801,Brandy,Hampton,1995-04-28,19074.9,2021-10-09
802,Sara,Wade,1987-12-22,10037.55,2021-01-29
803,Gina,Mosley,1993-08-15,41920.67,2019-03-29
804,Debra,Morgan,1982-05-26,91971.5,2021-02-22
805,Karen,Wong,1997-02-12,86647.93,2018-02-14
806,Monica,Case,1998-10-08,95878.65,2018-06-04
807,Danielle,Hernandez,1982-01-24,67446.57,2018-04-25
808,Devin,Johnson,1997-02-21,75116.66,2020-12-20
809,Tammy,Lin,1987-10-11,54479.87,2018-02-01
810,Heidi,Hamilton,1989-08-20,8146.88,2020-10-21
811,Michael,Lang,1979-10-27,27404.89,2019-08-08
812,Amanda,Hartman,1982-04-02,23211.16,2021-05-04
813,Jacqueline,Garrison,1999-01-16,61563.53,2020-07-14
814,Beverly,Avila,1984-07-18,93245.13,2018-03-17
815,John,Nicholson,1981-03-12,51926.84,2018-01-09
816,Mrs.,Regina,1989-11-02,41086.67,2021-07-27
817,Latasha,Larsen,1994-10-15,2005.48,2020-11-23
818,Judith,George,1984-09-12,70705.39,2018-05-07
819,Jennifer,Lopez,1997-02-15,34215.72,2019-02-02
820,Jonathan,Gallagher,1992-08-12,96048.84,2019-09-20
821,Elizabeth,Clark,1985-12-14,18196.29,2019-08-19
822,Jerome,Rodriguez,1978-01-23,62877.75,2018-06-21
823,Patrick,Young,1988-06-20,1206.15,2019-11-22
824,Jamie,Lewis,1999-11-05,75209.5,2018-01-30
825,Adrian,Alvarez,1998-07-04,20626.93,2019-10-19
826,Erin,Miller,1988-02-17,48945.71,2019-10-17
827,Kevin,Doyle,1998-01-09,37196.91,2020-05-07
828,Jonathon,Montoya,1981-01-24,72476.97,2021-08-08
829,Patricia,Erickson,1978-04-24,68465.84,2019-08-15
830,Christopher,Steele,1977-08-07,62171.46,2019-09-24
831,Lauren,Coleman,1988-01-10,15920.73,2021-04-29
832,Megan,Gomez,1979-06-25,40266.14,2018-04-12
833,Sandy,Watson,1990-11-28,74151.36,2018-07-20
834,Gary,Stanley,1984-08-21,35324.65,2020-06-11
835,Andrea,Miller,1987-06-19,52900.22,2021-06-15
836,Sherri,Morrison,1992-12-29,90926.32,2018-10-08
837,Mary,Taylor,1985-10-30,68929.76,2021-06-04
838,John,Rowland,1983-10-14,91973.7,2018-07-26
839,Kevin,Villarreal,1986-12-12,25093.35,2021-03-16
840,Melissa,Molina,1978-03-23,55790.03,2021-11-15
841,Amanda,Figueroa,1983-03-18,97504.84,2018-09-27
842,Erik,Day,1989-10-25,40227.25,2018-10-19
843,Wendy,Torres,1978-04-16,16807.31,2019-09-07
844,Gary,Bright,1990-04-29,52022.74,2020-04-18
845,Michael,Swanson,1984-04-22,51802.65,2021-03-13
846,Lisa,Nash,1978-03-19,86449.33,2021-05-19
847,Gregory,Pierce,1977-10-16,88570.12,2020-09-14
848,Theresa,Hunter,1987-02-15,93305.36,2021-07-08
849,Holly,Reid,1993-10-31,8586.36,2020-12-18
850,Lisa,Rhodes,1988-11-18,14490.07,2018-10-10
851,David,Livingston,1994-08-25,3128.13,2021-05-20
852,Margaret,Smith,1999-01-15,93210.33,2020-02-24
853,Tracy,Hernandez,1979-02-25,23949.61,2019-11-26
854,Andrew,Acevedo,1992-01-06,5715.24,2021-06-28
855,Ross,Perkins,1983-11-16,58281.98,2019-11-01
856,Jessica,Powell,1985-08-14,34434.88,2019-04-16
857,Destiny,Adams,1982-01-27,17411.4,2018-03-28
858,Amanda,Hancock,1997-08-14,67315.82,2019-07-02
859,Connie,Chen,2000-05-16,24613.17,2019-05-08
860,Heather,Wheeler,1990-11-29,86053.17,2019-04-17
861,Michele,Barnes,1978-09-22,29757.68,2019-09-11
862,Trevor,Rose,1989-05-04,19118.02,2021-10-23
863,Alexis,Hoffman,1996-02-23,47951.38,2019-01-26
864,Robert,Farley,1980-12-23,69834.89,2018-06-02
865,Henry,Bruce,1998-08-23,82297.36,2020-02-20
866,Amy,Mcneil,1993-03-04,14828.58,2018-03-10
867,Brandon,Martinez,1983-01-13,95347.46,2021-07-14
868,Jose,Johnson,1978-01-13,4976.73,2019-06-24
869,Lisa,White,1991-04-03,72900.61,2021-06-12
870,Jason,Cohen,1987-08-07,28213.39,2020-09-15
871,Jackson,Cortez,1980-12-01,71880.66,2018-01-29
872,Matthew,Spencer,1997-11-02,49724.33,2019-09-01
873,Jennifer,Clark,1980-07-02,52932.0,2018-02-02
874,Patty,Mcintosh,1984-10-18,7517.84,2021-11-03
875,Todd,Sexton,1980-08-24,32262.32,2018-10-19
876,Cameron,Dominguez,1998-08-29,21114.96,2018-05-04
877,Daniel,Mcguire,1991-07-30,3792.33,2020-04-28
878,Sarah,Thompson,1987-11-10,84950.29,2018-11-08
879,Sarah,Howard,1981-01-13,81291.9,2021-06-10
880,Colleen,Clark,1985-02-14,69273.12,2018-03-17
881,Cody,Fischer,1995-04-05,46359.22,2021-10-08
882,John,Barnes,1980-06-03,4246.98,2019-11-21
883,Lorraine,Martinez,1991-10-13,52941.33,2018-12-19
884,Michael,Mckinney,1999-11-11,57316.52,2020-10-18
885,Deborah,Reed,1995-01-27,82250.18,2019-05-14
886,Samantha,Munoz,1982-12-31,17562.17,2019-09-03
887,Emily,Phillips,1977-04-21,94869.89,2019-11-05
888,Michael,Smith,1984-12-14,16413.74,2018-08-07
889,Jordan,Conley,1981-10-18,76192.96,2021-11-08
890,Rick,Martin,1982-10-01,22116.82,2018-04-27
891,Christopher,Hammond,1979-08-25,76356.21,2019-04-04
892,John,Gentry,1982-01-29,80213.43,2018-12-14
893,Jared,Scott,1977-11-12,38685.61,2021-07-23
894,Patricia,Sampson,1986-01-25,3161.2,2018-03-09
895,Heidi,Andrews,1997-10-14,296.78,2020-02-24
896,Timothy,Aguirre,1983-02-17,52955.1,2018-04-06
897,Sergio,Snyder,1989-06-11,58129.53,2020-11-13
898,Sara,Romero,1978-08-08,84364.08,2019-04-08
899,Jonathan,Washington,1987-02-19,40476.51,2020-06-18
900,Joe,Cole,1990-12-29,50981.35,2021-07-17
901,Robert,Holland,1990-06-02,37952.43,2019-05-25
902,James,Hood,1989-07-11,98871.55,2018-03-05
903,Jonathan,Rivas,1996-05-09,34906.99,2021-06-23
904,Allison,James,2000-02-26,14299.67,2020-05-29
905,Caroline,Morgan,1977-05-17,92250.97,2018-12-31
906,Scott,Jones,1998-03-10,75881.21,2018-12-27
